Day,Month,Year,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,F_21,F_22,F_23,F_24,F_25,F_26,F_27,F_28,F_29,F_30,F_31,F_32,F_33,F_34,F_35,F_36,F_37,F_38,F_39,F_40,F_41,F_42,F_43,F_44,F_45,F_46,F_47,F_48,F_49,F_50,F_51,F_52,F_53,F_54,F_55,F_56,F_57,F_58,F_59,F_60,F_61,F_62,F_63,F_64,F_65,F_66,F_67,F_68,F_69,F_70,F_71,F_72,F_73,F_74,F_75,F_76,F_77,F_78,F_79,F_80,F_81,F_82,F_83,F_84,F_85,F_86,F_87,F_88,F_89,F_90,F_91,F_92,F_93,F_94,F_95,F_96,F_97,F_98,F_99,F_100
7,Feb,2010,2718.69,5246.22,780.83,271.91,1234.71,452.32,6594.13,1030.53,6442.33,339.93,1240.78,358.2,486.41,1078.05,304.16,920.64,3860.37,1139.61,149.54,299.29,771.31,100.06,977.33,7309.23,6989.12,7321.32,5319.06,41.57,2496.89,1171.2,862.08,4130.5,8335.43,754.08,855.28,1331.05,6779.31,4028.15,1296.1,8824.01,315.28,4080.15,658.3,2686.27,505.32,121.51,1745.56,6781.63,1871.39,8755.12,288.01,397.95,6391.43,141.4,1345.16,696.91,861.33,7613.59,10193.67,1264.54,7718.25,1437.4,559.55,7681.16,6323.47,877.31,2403.6,5298.01,4282.84,272.8,10009.52,3643.88,6310.46,2162.13,8170.31,9141.18,384.79,296.27,43.02,3581.67,7371.52,46.61,6168.4,3539.74,2367.86,889.58,876.77,522.12,892.36,7781.32,154.85,4896.84,401.99,2637.64,1600.84,7216.88,7151.43,406.31,1992.22,23.65
8,Feb,2010,2747.44,5226.06,779.58,273.11,1229.68,447.39,6670.77,1040.84,6424.08,340.69,1245.81,358.72,483.87,1074.15,306.99,928.45,3873.08,1148.78,150.94,298.21,763.95,98.79,967.51,7251.39,6970.91,7329.84,5311.03,41.6,2500.14,1179.17,858.35,4155.54,8310.04,758.66,848.92,1342.3,6695.14,4024.9,1286.53,8777.67,318.15,4039.06,650.04,2660.97,506.29,121.7,1789.28,6769.1,1859.48,8812.63,286.84,396.47,6393.52,139.95,1350,692.37,872.52,7547.66,10294.23,1270.97,7714.99,1454.95,564.92,7709.22,6334.98,889.43,2361.47,5300.9,4291.09,271.18,10005.22,3628.08,6244.59,2157.1,8086.69,9248.71,384.84,298.19,42.59,3552.19,7412.18,46.95,6243.33,3570.35,2377.34,891.63,874.86,522.62,902.24,7776.54,155.23,4941.36,403,2621.27,1597.64,7259.72,7105.5,401.19,1995.86,23.7
9,Feb,2010,2773.01,5117.18,778.57,272.56,1227.39,442.97,6742.75,1053.19,6326.63,338.07,1245.91,354.58,486.06,1079.88,306.33,912.84,3858.4,1144.44,150.74,297.52,753.93,101.19,970.28,7165.46,6976.29,7340.64,5327.56,41.53,2464.1,1187.14,862.04,4157.97,8293.29,758.6,848.69,1314.16,6662.76,3993.16,1282.85,8785.32,316.56,4008.76,642.14,2644.43,517.71,121.49,1752.82,6715.96,1863.22,8889.23,285.02,399.44,6390.73,139.83,1362.52,692.64,864.74,7586.6,10496.86,1284.4,7607.89,1469.7,562.91,7703.17,6388.86,903.58,2395.88,5307.18,4318.42,272.18,9970.56,3589.82,6311.27,2179.56,8175.3,9332.01,388.65,299.78,42.24,3470.45,7452.93,46.97,6254.52,3564.81,2394.9,894.13,863.76,524.16,902.11,7768.31,152.69,5009.7,403.68,2646.91,1586.54,7136.26,7076.2,396.66,1979.95,23.59
10,Feb,2010,2730.14,5150.07,782.92,273.13,1217.43,442.42,6720.99,1078.36,6340.68,338.23,1269.27,355.74,480.84,1085.93,306.93,915.93,3940.46,1147.64,151.68,298.05,761.42,98.21,971.69,7177.6,6974.98,7401.4,5322.22,41.42,2458.91,1176.99,877.52,4204.48,8293.69,759.49,837.62,1320.73,6669.44,4019.39,1276.77,8847.57,324.16,4043.73,646.66,2642.75,513.67,120.76,1799.8,6653.62,1817.58,8910.01,284.19,390.29,6411.68,138.27,1367.33,679.25,880.48,7618.35,10497.43,1287.7,7708.54,1459.78,564.17,7651.77,6391.51,909.85,2373.45,5350.8,4246.36,271.7,10112.43,3577.11,6251.89,2175.34,8159.98,9347.48,391.39,299.86,41.56,3466.58,7428.72,47.54,6396.21,3570.53,2379.88,888.45,862.27,522.78,915.67,7892.97,154.21,5018.13,400.47,2607.24,1586.62,7258.35,7016.82,391.73,1964.21,23.78
11,Feb,2010,2733.52,5126.57,784.34,272.39,1220.49,439.94,6781.83,1088.94,6378.67,339.8,1273.65,358.57,480.36,1094.62,306.55,918.3,3993.35,1159.88,151.95,303.24,756.53,97.47,975.02,7147.34,7037.59,7416.93,5360.43,41.07,2433.63,1178.04,887.26,4177.77,8326.63,766.88,830.98,1321.15,6661.11,4015.99,1276.53,8895.51,327.71,4070.62,647.46,2645.11,510.01,120.92,1811.64,6689.03,1814.58,8814.7,284.74,388.58,6366.75,136.72,1354.77,673.18,892.19,7647.9,10671.65,1291.94,7811.96,1468.14,565.41,7658.36,6423.67,908.65,2368.6,5352.42,4204.73,267.98,10253.78,3542.65,6179.07,2172.33,8205.31,9331.01,396.86,300.62,40.86,3433.85,7417.9,47.72,6507,3557.03,2357.74,886.02,853.87,519.29,915.61,7900.45,154.85,5029.94,402.2,2567.34,1571.64,7258.18,7010.82,391.19,1964.15,23.74
12,Feb,2010,2794.7,5106.57,792.73,271.92,1211.75,438.23,6828.14,1087.81,6407.88,342.73,1264.98,357.92,480.29,1100.3,305.7,922.97,3991.27,1143.84,149.62,303.59,729.37,99.37,973.25,7124,7034.34,7375.81,5334.68,40.57,2415.32,1172.03,878.56,4086.58,8342.96,776.85,823.72,1303.42,6611.24,3972.44,1269.69,8921.75,330.14,4049.8,641.34,2645.43,509.43,120.41,1777.93,6718.08,1825,8838.73,284.59,389.09,6311.46,136.22,1359.25,669.87,897.3,7521.39,10761.14,1286.6,7738.96,1484.64,570.63,7635.05,6519.88,925.43,2393.6,5361.36,4215.21,267.73,10338.45,3515.13,6242.36,2191.57,8263.29,9401.59,395.21,301.99,41.1,3354.82,7524.07,47.13,6537.83,3578.39,2376.1,890.78,840.9,519.46,908.45,7831.27,156.16,5090.07,401.13,2601.8,1575.05,7243.65,6964.05,393,1939.71,23.4
13,Feb,2010,2673.29,5144.61,786.81,275.88,1225.99,431.12,6783.02,1105.16,6459.2,349.15,1289.21,368.5,476.94,1107.34,310.81,918.22,4064.25,1160.59,153.2,311.51,749.03,92.48,987.45,7061.58,7176.25,7472.34,5314.76,39.74,2418.52,1155.73,898.08,4211.16,8250.56,780.85,810.65,1333.92,6625.23,4012.04,1256.78,8802.92,339.44,4191.38,653.63,2652.63,508.31,120.15,1921.12,6779.14,1759.15,8755.84,287.29,375.58,6409.79,137.35,1334.04,646.57,934.34,7609.88,10634.16,1319.68,7953.86,1443.17,573.58,7628.02,6382.92,915.46,2307.32,5417.74,4152.84,262.37,10702.73,3527.12,6044.22,2145.16,8147.43,9264.72,397.19,298.16,40.5,3423.48,7440.55,48.71,6806.43,3576.55,2343.69,893.99,838.51,528.31,933.76,7892.99,159.45,5012.36,402.96,2488.8,1576.25,7444.58,6823.11,390,1972.17,23.26
14,Feb,2010,2707.6,5072.66,778.77,274.85,1215.36,428.68,6859.27,1114.26,6473.7,345.53,1283.31,367.72,479.64,1099.82,315.2,928.76,4068.1,1142.76,150.35,311.11,729.86,95.9,985.7,7033.87,7153.52,7495.22,5288.67,39.54,2394.08,1168.79,894.92,4218.35,8371.28,784.64,808.9,1299.3,6523.21,3942.9,1249.99,8810.52,337.9,4111.94,647.91,2680.17,509.71,119.49,1888.41,6749.69,1755.32,8804.09,280.78,375.78,6359.02,136.52,1328.07,645.13,922.95,7578.12,10762.13,1308.46,7854.3,1473.87,576.25,7718.04,6433.02,930.89,2360.23,5434.75,4104.69,255.68,10635.19,3471.15,6127.96,2166.62,8221.46,9427.28,400.9,300.39,40.82,3376.52,7618.21,47.94,6742.44,3577.49,2353.29,896.69,837.82,531.18,928.64,7844.87,161.24,5111.72,406.52,2547.54,1591.31,7270.79,6877,387.9,1961.24,23.11
15,Feb,2010,2744.19,5010.32,787,273.92,1210.22,427.81,6998.95,1118.64,6433.68,344.78,1265.71,361.18,477.78,1107.79,315.06,925.59,4067.95,1133.76,148.17,317.4,707.28,98.92,985.46,7053.02,7086.66,7521.73,5359.42,39.92,2347.93,1169.91,894.93,4143.83,8350.41,795.48,811.05,1268.14,6493.21,3858.57,1242.25,8863.58,333.1,4077.01,644.97,2693.61,507.07,120.04,1819.21,6723.38,1769.47,8833.61,280.79,374.16,6336.88,134.05,1337.11,658.28,915.88,7507.95,10766.14,1301.71,7674.6,1485.56,578.5,7711.29,6505.67,954.11,2420.99,5386.83,4134.02,255.54,10612.32,3420.48,6176.62,2214.32,8287.6,9607.28,401.4,298.53,41.08,3335.59,7697.06,47.51,6735.37,3542.64,2360.54,889.08,831.86,533.85,920.18,7890.12,163.06,5152.61,407.31,2600.82,1579.6,7127.13,6855.14,389.09,1938.18,23.23
16,Feb,2010,2706.25,4987.13,780.92,271.17,1206.17,425.98,6986.31,1118.96,6450.95,341.23,1285.87,366.47,481.9,1101.93,315.76,927.35,4131.93,1133.26,148.6,315.46,714.89,98.16,992.49,7099.75,7089.34,7523.49,5378.78,39.57,2364.33,1164.13,897.91,4247.54,8355.4,789.71,809.01,1270.75,6541.29,3851.17,1231.29,8777.52,336.61,4114.94,642.51,2683.26,512.82,120.6,1883.38,6659.3,1742.27,8742.67,279.57,370.16,6417.72,134.14,1328.68,647.82,921.17,7561.76,10792.86,1302.41,7703.68,1480.3,580.27,7682.24,6492.12,961.17,2412.04,5469.37,4136.67,256.39,10683.63,3450.97,6100.93,2200.8,8221.07,9507.06,406.17,296.95,40.15,3381.89,7487.97,48.72,6802.9,3527.97,2365.53,904.73,834.95,538.66,929.66,7912.21,164.39,5182.22,408.96,2584.67,1577.93,7053.86,6790.04,391.16,1922.97,23.2
17,Feb,2010,2669.7,4949.38,778.7,274.5,1190.22,420.66,6972.83,1135.67,6476.82,343.36,1304.23,365.63,475.99,1110.76,318.31,927.88,4173.65,1130.29,147.92,320.44,718.5,96.62,997.14,7211.24,7088.61,7478.36,5430.44,39.53,2337.36,1159.69,909.07,4250.58,8276.32,797.65,805.64,1276.07,6594.66,3861.77,1223.05,8897.45,336.47,4133.91,642.08,2670.16,510.52,119.48,1907.89,6520.88,1729.9,8681.41,281.23,371.1,6502.81,133.34,1341.42,639.98,920.4,7623.11,10854.02,1287.87,7757.66,1488.85,582.98,7641.43,6510.43,963.87,2413.96,5561.13,4156.19,254.18,10788.53,3381.64,6073.09,2175.95,8205.02,9476.98,407.75,297.02,39.91,3389.4,7505.68,49.12,6902.76,3576.1,2340.86,911.47,829.65,548.82,927.42,7920.23,164.79,5193.19,408.01,2551.26,1564.15,7037.83,6764.24,387.46,1926.19,23.09
18,Feb,2010,2672.07,4846.32,782.68,276.53,1186.41,420.1,7034.72,1149.8,6514.86,341.73,1317.8,364.55,478.53,1119.76,323.82,927.51,4162.69,1116.71,146.12,320.14,714.61,97.99,986.03,7235.69,7113.11,7498.5,5441.25,39.3,2329.77,1160.91,910.9,4238.04,8297.74,793.74,794,1266.52,6612.3,3812.26,1221.09,8878.08,342.11,4096.57,641.81,2717.96,514.49,118.7,1927.15,6462.53,1720.98,8800.18,279.11,367.98,6513.72,133.79,1330.95,625.72,930,7662.9,10917.01,1291.82,7840.03,1502.39,587.35,7675.55,6589.09,961.9,2389.37,5612.07,4156.91,251.72,10841.4,3406.64,6012.83,2158,8174.73,9480.38,409.6,297.78,39.48,3359.37,7608.92,48.56,6899.49,3573.27,2350.43,922.61,819.02,551.41,933.71,7888.91,164.33,5218.55,408.68,2549.69,1576.17,7022.52,6787.1,385.77,1936.04,23.04
19,Feb,2010,2686.17,4779.56,786.72,274.64,1174.87,418.04,7108.17,1161.03,6508.04,338.21,1303.81,365.96,480.65,1130.56,323.16,928.53,4199.73,1092.87,145.23,320.9,709.98,100.36,990.27,7138.91,7152.41,7465.43,5458.03,39.27,2320.66,1158.64,903.38,4232.13,8315.05,784.49,802.91,1248.57,6607.73,3698.51,1213.89,9005.16,345.97,4068.89,642.71,2722,514.64,119.28,1899.97,6487.46,1737.08,8846.72,277.21,365.64,6473,134.44,1339.68,620.95,937.61,7596.59,11052.05,1297.37,7655.69,1521.66,589.04,7754.02,6596.68,974.73,2412.84,5662.49,4122.31,250.49,10774.13,3417.1,5998.99,2172.23,8116.67,9637.4,415.67,295.54,39.78,3332.2,7772.97,48.21,6882.01,3585.03,2353,905.63,817.05,555.1,935.77,7879.51,165.65,5261.58,409.68,2553.68,1565.2,6903.74,6805.27,380.58,1946.47,22.83
20,Feb,2010,2665.45,4738.04,792.99,271.11,1161.34,417.58,7192.02,1156.86,6450.41,338.14,1313.25,363.36,482.82,1143.98,320.99,913.52,4181.68,1077.19,142.04,325.19,695.7,102.42,988.72,7094.37,7112.53,7367.36,5564.76,39.18,2286.88,1155.87,903.43,4245.48,8376.86,790.65,815.69,1217.45,6546.27,3648.59,1210.94,9007.6,344.58,4030.99,639.29,2703.32,513.48,119.55,1875.75,6452.01,1726.89,8955.18,275.55,366.09,6530.34,133.71,1356.03,621.8,931.91,7557.05,11222.45,1300.42,7573.22,1560.5,594.36,7722.08,6589.63,979.38,2447.48,5690.62,4134.68,251.91,10821.23,3426.67,6021.4,2203.97,8170.54,9747.46,420.8,293.15,39.63,3310.48,7769.69,47.72,6895.44,3551.11,2366.02,902.08,818.79,556.01,925.58,7950.65,167.26,5308.43,412.58,2558.7,1544.41,6801.89,6781.9,381.01,1934.69,22.74
21,Feb,2010,2671.33,4756.28,785.35,270.56,1149.79,410.37,7233.34,1164.02,6558.92,335.02,1305.52,366.98,479.43,1146.82,322.87,923.76,4223.42,1077.35,140.1,322.5,690.81,103.1,988.24,7112.95,7111.14,7394.82,5568.78,38.66,2269.56,1155.69,900.89,4233.74,8444.11,784.82,812.85,1211.47,6623.89,3604.88,1210.08,9157.14,346.13,4001.59,646.11,2713.94,511.45,119.89,1888.23,6433.36,1702.85,9037.54,273.75,364.11,6480.73,133.59,1365.4,612.28,932.94,7521.24,11340.57,1309.96,7512.19,1554.13,598.51,7722.24,6633.88,977.03,2434.2,5709.24,4124.18,247.87,10796.45,3415.98,5988.76,2212.19,8056.74,9914.63,427.72,289.85,39.62,3278.72,7874.44,48.22,6964.38,3562.26,2380.2,907.13,820.06,558.52,921.31,7896.59,169.04,5318.88,419.48,2569.81,1565.6,6690.52,6765.82,383.09,1922.99,22.61
1,Mar,2010,2668.24,4721.03,783.37,269.56,1140.31,408.66,7191.12,1172.74,6548.45,331.5,1330.15,369.69,479.69,1143.16,322.75,928.77,4260.22,1084.14,140.05,323.62,675.86,102.86,985.95,7187.68,7096.74,7333.22,5569.97,38.47,2254.73,1157.37,901.52,4261.3,8468.73,791.25,824.46,1201.55,6582.66,3626.83,1216.14,9137.7,346.03,3998.17,644.7,2698.01,514.99,119.87,1896.69,6404.37,1683.15,9057.74,270.8,360.81,6443.46,131.87,1383.23,607.63,928.04,7471.7,11467.94,1305.5,7516.88,1570.5,598.07,7663.01,6639.96,987.58,2444.9,5724.92,4126.15,246.47,10820.46,3382.74,5958.51,2213.66,8050.03,10039.76,434.47,291.19,39.16,3266.71,7913.37,48.76,7015.08,3609.42,2380.92,900.48,813.69,558.26,928.55,7916.9,171.14,5391.06,418.59,2587.87,1560.32,6648.69,6753.35,381.46,1931.01,22.67
2,Mar,2010,2699.61,4656.06,781.66,265.22,1137.7,411.96,7099.99,1168.39,6587.03,327.56,1350.26,371.15,483.91,1153.14,326.24,919.3,4290.79,1092.52,138.7,323.51,671.81,104.28,984.57,7159.64,7080.01,7371.71,5544.85,38.54,2243.6,1164.18,899.06,4279.09,8524.69,795.1,821.32,1201.66,6578.54,3600.24,1206.69,9169.15,349.32,3936.96,649.86,2687.56,510.15,119.88,1887.5,6353.09,1668.35,8993.29,264.35,356.25,6392.4,130.63,1390.27,601.69,930.55,7501.91,11509.38,1289.66,7498.37,1582.65,601,7660.01,6601.67,987.83,2431.57,5775.14,4151.84,243.48,11015.82,3393.45,5953.36,2221.38,8051.96,10131.23,438.45,292.57,38.89,3249.17,7941.78,48.44,7029.24,3642.64,2408.16,903.2,808.07,552,935.25,7898.4,169.9,5472.32,423.41,2599.32,1560.38,6578.74,6779.81,379.69,1931.88,22.85
3,Mar,2010,2687.44,4666.57,778.42,265.43,1153.18,412.66,7119.67,1169.59,6659.48,329.28,1355.31,379.55,481.09,1154.7,329.82,928.24,4314.37,1072.96,138.94,324.32,673.19,103.28,986.67,7091.63,7163.76,7424.65,5557.44,39.02,2218.4,1156.48,900.07,4363.34,8528.9,798.77,820.54,1219.95,6515.15,3579.28,1199.8,9224.54,356.65,3987.72,645.34,2670.04,516.96,119.41,1918.29,6268.38,1644.27,9016.11,260.46,353.75,6451.21,129.77,1406.26,595.41,928.29,7509.09,11548.86,1294.6,7642.34,1584.93,603.05,7652.66,6580.25,982.7,2423.81,5874.01,4120.79,243.92,11080,3388.24,5920.55,2215.78,8057.08,9968.21,443.71,292.36,38.29,3253.76,7834.31,48.76,7113.54,3630.83,2396.62,909.55,795.54,553.51,936.13,7893.96,171.17,5447.59,427.11,2542.49,1562.2,6608.85,6723,376.64,1914.76,22.82
4,Mar,2010,2693.15,4604.66,797.66,265.18,1160.26,409.4,7228.18,1166.84,6679.51,328,1343.89,376.72,480.68,1166.27,333.38,920.82,4282.03,1057.95,137.82,323.04,666.75,104.27,985.78,7138.86,7184.37,7328.07,5614.25,39.37,2197.48,1147.39,898.63,4362.61,8583.6,801.9,810.3,1207.89,6515.07,3537.79,1190.93,9243.75,356.46,3943.63,642.72,2617.98,514.88,119.44,1923.33,6252.86,1636.14,9133.48,260.65,352.87,6467.84,131.22,1400.95,590.27,944.33,7460.73,11616.37,1304.04,7562.16,1612.09,604.69,7660.86,6677.28,990.85,2425.57,5908.08,4143.75,245.9,11098.14,3346.1,5961.74,2217.18,8026.81,9953.05,445.51,292.97,37.91,3262.99,7966.93,49.01,7150.04,3674.4,2411.94,907.59,796.45,563.54,930.46,7895.93,170.55,5527.98,426.45,2558.1,1544.75,6573.76,6692.35,377.22,1905.98,22.47
5,Mar,2010,2639.21,4598.4,795.56,266.9,1167.64,412.33,7156.69,1181.57,6788.82,327.8,1356.79,382.38,481.21,1178.96,338.83,905.36,4362.41,1059.69,138.48,328.09,677.87,102.86,986.25,7157.59,7216.06,7335.19,5637.96,38.97,2180.71,1136.16,911.6,4419.02,8420.48,813.24,806.73,1219.34,6489.32,3505.88,1186.35,9334.05,363.38,3961.4,645.79,2601.29,516.3,118.84,1982.14,6188.82,1612.22,9179.38,263.32,351.38,6494,130.5,1401.13,580.84,966.99,7506.99,11498.19,1322.94,7679.4,1602.63,599.08,7566.71,6718.42,993.52,2403.65,6045.79,4113.58,241.73,11379.53,3323.59,5899.43,2204.27,7977.89,9876.56,447.15,290.28,36.66,3272.05,7955.17,49.22,7262.15,3682.85,2411.57,907.84,787.84,570.44,932.75,7921.34,171.5,5480.14,427.16,2498.01,1536.56,6527.68,6669.79,378.51,1916.45,22.51
6,Mar,2010,2553.72,4611.31,792.18,266.37,1194.18,406.41,7181.01,1198.98,6852.89,329.91,1386.72,386.45,483.85,1173.08,343.18,898.49,4455.33,1066.42,142.34,329.53,705.08,97.19,990.59,7160.55,7320.34,7359.75,5712.86,38.68,2178.04,1122.28,942.86,4557.55,8341.59,813.9,789.14,1246.25,6467.63,3544.62,1180.82,9281.7,372.86,4022.2,653.05,2571.52,514.64,118.13,2128.64,6201.63,1564.91,9126.38,265.27,345.92,6621.25,132.57,1393.86,565.97,983.91,7627.36,11329.76,1355.46,7837.6,1581.37,599.85,7527.71,6654.92,984.72,2296.14,6113.46,4042.76,240.05,11804.24,3340.51,5764.37,2181.83,7790.29,9632.33,449.56,285.83,35.99,3298.75,7754.95,50.6,7431.03,3712.06,2374.13,913.76,795.54,574.4,952.87,8148.66,173.29,5404.37,426.59,2388.35,1534.62,6691.95,6566.3,378.52,1934.54,22.27
7,Mar,2010,2596.09,4588.11,790.82,264.35,1186.67,407.92,7273.01,1204.61,6926.63,328.88,1365.35,382.12,486,1191.78,346.95,889.46,4459.98,1036.19,142.16,328.93,687.89,99.25,988.28,7026.98,7350.46,7343.78,5769.12,38.52,2148.16,1116.67,938.85,4491.8,8416.49,821.32,794.74,1238.12,6342.82,3498.05,1178.41,9318.66,373.37,3940.45,648.2,2552.49,516.17,119.66,2090.51,6185.1,1568.6,9196.4,263.49,345.53,6504.1,130.92,1415.42,576.49,971.25,7530.97,11416.5,1348.01,7727.76,1600.63,604.5,7519.92,6799.8,985.19,2310.73,6098.32,4043.23,239.12,11914.74,3349.49,5753.92,2191.05,7838.85,9739.24,451.07,285.12,35.95,3262.39,7849.73,51.15,7389.69,3763.88,2397.82,893.55,794.89,573.86,949.23,8073.08,173.94,5421.56,426.52,2434,1526.19,6516.16,6529.6,375.77,1951.55,22.26
8,Mar,2010,2571.78,4527.45,785.94,265.21,1186.56,402.92,7293.07,1227.94,6968.89,327.1,1383.77,384.61,489.67,1197.83,346.56,892.26,4512.44,1030.12,140.95,327.28,685.1,99.54,989.16,7071.18,7308.98,7359.71,5844.7,38.77,2139.18,1116.98,943.37,4529.75,8448.92,830.42,791.13,1220.18,6322.78,3471.02,1174.44,9301.58,375.03,3918.27,651.41,2551.31,513.05,119.66,2094.68,6098.72,1540.62,9229.69,264.54,344.77,6475.26,130.4,1424.41,573.21,992.79,7590.85,11450.95,1342.15,7708.13,1601.19,601.27,7486.5,6846.24,995.72,2291.94,6212.37,4043.25,236.11,11977.26,3335.48,5673.52,2207.17,7946.71,9889.67,454.94,286.74,35.5,3253.42,7859.65,51.11,7400.83,3753.57,2394.66,893.14,793.94,575.11,943.35,8160.07,173.13,5405.79,433.81,2435.85,1519.84,6572.08,6537.64,377.12,1935.41,22.19
9,Mar,2010,2506.37,4606.79,790.36,263.15,1194.93,398.56,7220.3,1244.46,7038.5,327.23,1420.34,392.32,491.3,1191.75,350.49,901.76,4577.21,1046.1,142.97,330.86,710.48,94.7,982.66,6997.73,7408.91,7389.44,5868.08,38.59,2173.19,1109.28,969.39,4638.38,8360.1,809.62,769.34,1252.04,6324.85,3491.5,1153.45,9279.75,387.93,4017.62,659.53,2571.7,508.73,118.66,2219.67,6075.25,1497.18,9320.06,263.05,338.52,6545.61,131.1,1430.75,555.17,1011.29,7659.95,11400.8,1361.14,7920.84,1591.59,613.93,7425.12,6837.44,976.59,2204.33,6259.06,4028.45,233.01,12407.64,3378.91,5536.28,2150.99,7886.6,9767.09,456.23,281.48,34.46,3268.75,7763.43,53.05,7509.04,3798.16,2336.62,890.61,790.51,581.12,960.71,8312.97,173.32,5360.49,436.53,2346.51,1514.47,6748.56,6423.53,376.79,1944.94,22.03
10,Mar,2010,2408.54,4678.5,787.51,265.94,1217.99,393.56,7163.89,1235.93,7075.06,325.32,1477.69,400.85,485.36,1175.76,347.31,909.84,4691.71,1051.35,146.09,336.74,742.25,89.05,996.01,6959.69,7554.07,7469.01,5863.11,38.71,2196.93,1110.21,1000.44,4856.69,8197.5,817.26,759.7,1293.52,6365.35,3537.65,1156.15,9217.17,400.07,4110.93,671.48,2559.06,504.39,117.17,2378.13,6093.23,1447.14,9179.33,263.76,331.35,6798.52,131.11,1436.99,537.68,1035.47,7686.1,11344.14,1389.42,8158.39,1564.4,612.59,7443.93,6829.87,970.65,2117.57,6359.48,3902,230.52,12823.92,3422.96,5274.62,2096.89,7816.56,9643.5,457.37,273.72,33.69,3285.44,7615.15,55.68,7800.64,3797.56,2277.73,907.72,789.46,585.38,984.13,8479.82,176.47,5273.58,434.27,2237.71,1531.89,6892.02,6359.18,371.99,1969.39,21.73
11,Mar,2010,2398.66,4649.9,783.2,263.11,1226.67,396.83,7212.57,1239.89,7070.89,324.84,1475.68,401.25,481.97,1177.31,348.96,902.12,4673.1,1038.92,145.37,338.07,741.61,89.73,1006.01,6945.48,7578.26,7433.84,5900.53,38.4,2190.01,1103.46,1001.25,4870.01,8204.31,813.86,751.46,1284.64,6447.27,3491.13,1154.11,9370.81,400.7,4081.4,678.53,2553.97,507.31,116.92,2368.95,6062.19,1445.03,9196.37,262.69,329.41,6800.01,131.22,1460.51,538.11,1034.89,7573.45,11425.67,1383.24,8090.87,1565.54,615.25,7461.34,6872.42,985.71,2144.64,6445,3926.71,227.96,12968.84,3440.66,5281.73,2101.24,7809.32,9815.89,461.2,272.85,33.34,3264.44,7618.88,55.48,7855.8,3792.21,2279.27,905.75,794.99,585.66,980.35,8487.11,176.44,5290.6,436.12,2228,1516.87,6793.47,6382.99,374.68,1962.16,21.53
12,Mar,2010,2366.5,4648.65,795.81,265.17,1232.83,396.47,7265.55,1248.79,7067.14,325.42,1516.88,404.97,482.21,1166.12,353.04,897.27,4677.73,1048.17,146.56,341.79,753.01,87.7,1016.35,6914.77,7687.71,7421.66,5903.77,38.1,2189.68,1097.69,1024.33,4952.47,8198.26,816.85,745.41,1299.41,6491.56,3512.3,1153.25,9338.29,409.08,4090.47,682.6,2532.17,508.01,116.35,2433.58,6006.04,1416.37,9168.53,261.42,322.81,6940.41,131.29,1466.3,528.27,1052,7579.07,11361.07,1396.46,8234.97,1546.96,613.73,7402.5,6865.81,980.55,2092.9,6412.65,3884.98,225.94,12974.86,3447.4,5235.77,2074.45,7709.09,9804.7,464.5,270.9,32.54,3292.61,7615.16,56.41,8028.17,3809.95,2269.63,917.92,785.58,592.3,986.6,8527.66,177.78,5252.75,435.88,2159.03,1535.67,6825.56,6352.6,373.54,1958.57,21.29
13,Mar,2010,2400.11,4595.84,793.1,261.55,1217.78,393.28,7213.82,1251.2,7088.6,320.08,1500.96,407.72,482.2,1175.85,353.32,885.05,4658.01,1028.43,144.6,338.16,734.79,91.02,1007.01,6902.54,7635.53,7346.03,5962.23,38.16,2195.66,1086.87,1027.19,4924.12,8238.91,831.47,751.38,1283.93,6405.12,3494.51,1138.86,9444.41,403.91,4047.41,682.36,2533.28,511.89,116.69,2372.69,6019.13,1417.15,9201.8,259.2,322.87,6791.97,130.14,1469.12,533.4,1058.5,7483.59,11595.16,1397.45,8014.21,1565,616.02,7425.92,6951.86,992.63,2138.16,6465.4,3933.24,222.32,12886.2,3399.57,5269.88,2094.83,7705.93,9943.99,463.99,271.7,32.8,3261.07,7769.7,56.19,8083.93,3782.47,2298.29,918.2,783.02,591.27,977.69,8511.77,177.7,5363.33,434.41,2194.22,1539.92,6715.66,6350.64,371.05,1918.32,21.48
14,Mar,2010,2353.11,4594.03,787.57,262.87,1224.13,387.49,7305.53,1275.32,7091.67,321.9,1546.4,411.96,479.85,1173.79,356.06,886.01,4778.21,1044.65,145.81,338.63,747.34,87.92,1012.8,6890.6,7668.4,7462.1,5981.73,37.95,2179.14,1079.59,1053.64,5034.28,8166.35,833.53,736.62,1279.23,6370.71,3513.74,1129.37,9392.44,413.41,4078.36,692.59,2553.76,510.53,115.96,2479.76,5947.23,1357.4,9187.46,260.02,315.22,7056.28,132.03,1464.55,523.38,1080.28,7599.42,11469.78,1411.99,8222.81,1547.11,619.77,7378.38,6932.37,999.03,2112.24,6601.88,3863.85,219.54,13115.1,3433.13,5111.57,2055.9,7665.4,9792.1,465.26,267.26,32.16,3256.18,7736.43,57.87,8264.5,3802.59,2273.23,924.05,779.52,601.56,1002.76,8715.12,180.11,5331.98,432.63,2158.3,1529.84,6819.91,6215.15,365.27,1925.36,21.33
